CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
20.114.002/0001-19;VINICIUS TOMAZZI ROST AGENTE AUTÔNOMO DE INVESTIMENTO - ME;VINICIUS TOMAZZI ROST AGENTE AUTÔNOMO DE INVESTIMENTO - ME;2014-06-16;2016-11-04;CANCELAMENTO A PEDIDO;CANCELADA;2016-11-05;SEDE;RUA EUZEBIO BALZARETTI;545/Loja: 01;CENTRO;GRAMADO;RS;95670000;54;99710155;vinicius.rost@hotmail.com;www.bestinvestimentos.com.br
25.047.768/0001-41;VINST INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;VINST INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;2016-07-29;;;EM FUNCIONAMENTO NORMAL;2016-07-29;SEDE;AVENIDA NOSSA SENHORA DA PENHA 2796;SALA 1209;SANTA LUÍZA;VITÓRIA;ES;29045402;27;40090467;lspetri@vinst.com.br;
10.947.842/0001-09;VIOTTI AGENTE AUTONOMO DE INVESTIMENTOS LTDA;VIOTTI AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2009-10-07;2022-08-01;CANCELAMENTO A PEDIDO;CANCELADA;2022-08-02;SEDE;RUA ESTADOS UNIDOS 79;79;SION;BELO HORIZONTE;MG;30315270;031;91194629;valeria.viotti@yahoo.com.br;
97.544.323/0001-88;VIP AGENTE AUTONOMO DE INVESTIMENTOS LTDA;VIP AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2011-11-30;;;EM FUNCIONAMENTO NORMAL;2011-11-30;SEDE;RUA CHILE;106;RAIZ;MANAUS;AM;69068540;11;43964295;m.d.o.7@hotmail.com;
11.649.668/0001-80;VIP INVEST BRASIL AGENTE AUTÔNOMO DE INVESTIMENTO LTDA.;;2010-09-01;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA 13 Nº 3389;;VILA ELIZABETE;RIO CLARO;SP;13504162;19;35974004;sergioansanello@vipinvestbrasil.com.br;
11.518.692/0001-80;VIPTRADER AGENTE AUTONOMO DE INVESTIMENTOS EIRELI ME;VIPTRADER;2016-03-18;2016-07-19;CANCELAMENTO A PEDIDO;CANCELADA;2016-07-20;SEDE;AV CASSANDOCA 125;CJ 15A;MOOCA;SÃO PAULO;SP;3169010;11;96635049;fabio.hfernandes@hotmail.com;
04.189.096/0001-39;VIRTUAL ASSESORIA EMPRESARIAL S/C LTDA;VIRTUAL ASSESORIA EMPRESARIAL S/C LTDA;2003-01-27;2008-07-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2008-07-31;SEDE;RUA BARÃO DE JAGUARIPE 313 RUA BARÃO DE JAGUARIPE 313;APTO 502;IPANEMA;RIO DE JANEIRO;PE;22421000;21;22673318;cesaramarante@yahoo.com;importacao
16.736.447/0001-63;VIRTUE INVEST AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;VIRTUE INVEST AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;2012-12-05;;;EM FUNCIONAMENTO NORMAL;2012-12-05;SEDE;ALAMEDA XINGU 350 CONJ 2001, CONDOMÍNIO ITOWER IGUATEMI ALPHAVILLE;;ALPHAVILLE INDUSTRIAL;BARUERI;SP;6455911;011;35227482;pjorge@virtueinvest.com.br;www.virtueinvest.com.br
09.427.164/0001-74;VISAO AGENTE AUTONOMO DE INVESTIMENTO LTDA.;;2008-07-24;2011-03-21;EXTINÇÃO;CANCELADA;2011-03-21;SEDE;AV. MARCOS PU RODRIGUES 5100;101-C;TAMBORÉ;SANTANA DE PARNAÍBA;SP;6543001;11;41522447;oliveiraluiz@hotmail.com;
08.927.172/0001-17;VISÃO FUTURO AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;;2008-05-14;2014-09-01;CANCELAMENTO A PEDIDO;CANCELADA;2014-09-01;SEDE;RUA HENRIQUE LAGE;32 - SL 101;CENTRO;CRICIÚMA;SC;88801010;48;30282272;marciano@visaofuturo.com.br;www.visaofuturo.com.br
18.956.928/0001-00;VISAO INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;VISAO INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;2013-10-03;;;EM FUNCIONAMENTO NORMAL;2013-10-03;SEDE;AVENIDA DOS IMIGRANTES 417;;SANTA ROSA;VINHEDO;SP;13289186;19;38561030;edson.ferreira@visaoinvestimentos.com.br;www.visaoinvestimentos.com.br
19.820.526/0001-46;VISION PARTNERS AGENTES AUTÔNOMOS DE INVESTIMENTOS EIRELI-ME;VISION PARTNERS AGENTES AUTÔNOMOS DE INVESTIMENTOS EIRELI-ME;2014-07-10;2021-12-28;CANCELAMENTO A PEDIDO;CANCELADA;2021-12-29;SEDE;RUA DONA ELZA MEINERT 68;SALA 01;COSTA E SILVA;JOINVILLE;SC;89218650;47;34179058;paolo@visionpartners.com.br;
02.539.951/0001-69;VITA AGENTE AUTONOMO DE INVESTIMENTOS LTDA;VITA AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2009-03-03;;;EM FUNCIONAMENTO NORMAL;2009-03-03;SEDE;ALAMEDA TIETÊ 621;AP. 101;CERQUEIRA CÉSAR;SÃO PAULO;SP;1417020;11;35136625;mauricio.abreu@investimentosvita.com.br;
04.126.032/0001-99;VITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;VITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2011-11-03;2015-09-23;CANCELAMENTO A PEDIDO;CANCELADA;2015-09-24;SEDE;RUA PADRE CLEMENTE SEGURA;77/;LIMOEIRO ;SÃO PAULO;SP;8051040;11;35133020;vital.jose@gmail.com;
09.031.990/0001-08;VITOR DANTAS AGENTES AUTONOMOS DE INVESTIMENTOS LTDA.;;2009-06-08;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;R: CORONEL MADUREIRA 40;LOJA 09;CENTRO;SAQUAREMA;RJ;28990000;21;25052130;mouradantas@uol.com.br;
08.693.874/0001-83;VITORIA AGENTES AUTONOMOS DE INVESTIMENTO LTDA;VITORIA AGENTES AUTONOMOS DE INVESTIMENTO LTDA;2009-02-04;2015-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-01;SEDE;AV. DES SANTOS NEVES, 389      2147483647;ED ESCORT SALA 406;PRAIA DO CANTO;VITÓRIA;ES;29055721;027;30194676;neucilenefraga@atuacaopart.com.br;
10.692.849/0001-27;VITÓRIA CAPITAL MARKETS AGENTES AUTÔNOMOS DE INVESTIMENTO LTDA.;;2009-09-15;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;AV. LUCIANO DAS NEVES, 209;SALA 405;CENTRO;VILA VELHA;ES;29100201;27;30453044;bva1@uol.com.br;
13.283.889/0001-03;VITÓRIA TRADER AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;VITÓRIA TRADER AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;2011-04-27;2019-05-13;CANCELAMENTO A PEDIDO;CANCELADA;2019-05-14;SEDE;RUA GENERAL PEREIRA DA SILVA;87 - APTO 605;ICARAÍ;NITERÓI;RJ;24220030;11;76284692;hirocon@hirocon.com.br;
17.049.794/0001-80;VITTRAL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;VITTRAL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2012-12-07;2020-06-17;CANCELAMENTO A PEDIDO;CANCELADA;2020-06-18;SEDE;RUA VISCONDE DE PIRAJÁ;495/6 ANDAR;IPANEMA;RIO DE JANEIRO;RJ;22410003;21;35538367;marcelo@gwfo.com.br;www.gwfo.com.br
13.843.169/0001-55;VIVA AGENTE ANTONOMO DE INVESTIMENTOS EIRELI;VIVA AGENTE ANTONOMO DE INVESTIMENTOS EIRELI;2011-08-18;2018-10-29;CANCELAMENTO A PEDIDO;CANCELADA;2018-10-30;SEDE;AV SANTO ANTONIO Nº  1368;;VILA OSASCO;OSASCO;SP;6083200;11;43964295;henrique@vivainvestimentos.com.br;
40.646.750/0001-50;VIVALDI CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;VIVALDI CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS;2021-05-26;;;EM FUNCIONAMENTO NORMAL;2021-05-26;SEDE;RUA MOSTARDEIRO 777;SALA 1401;RIO BRANCO;PORTO ALEGRE;RS;90430001;;;rodrigo.bosi@yahoo.com.br;
35.737.838/0001-47;VIVAZ INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTO LTDA;VIVAZ INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTO LTDA;2019-12-18;;;EM FUNCIONAMENTO NORMAL;2019-12-18;SEDE;AVENIDA BUENO BRANDÃO 200;LJ 02 E 03;CENTRO;VIÇOSA;MG;36570047;31;31810202;contato@vivazinvestimentos.com.br;
26.953.732/0001-90;VIX AGENTE AUTONOMO DE INVESTIMENTOS LTDA;VIX AGENTE AUTONOMO DE INVESTIMENTOS;2017-05-16;;;EM FUNCIONAMENTO NORMAL;2017-05-16;SEDE;RUA JOSÉ ALEXANDRE BUAIZ 160;SALAS 519 E 521;ENSEADA DO SUÁ;VITÓRIA;ES;29050545;27;33767615;homero@vixinvest.com.br;
09.200.805/0001-53;VIX AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;;2008-02-13;2010-09-10;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2010-09-10;SEDE;RUA JOSE ALEXANDRE BUAIZ, 160;SALA 305;ENSEADA DO SUA;VITÓRIA;ES;29050955;27;92510566;blcorrea@terra.com.br;
15.135.524/0001-67;VIX TRADE AGENTE AUTÔNOMO DE INVESTIMENTOS - EIRELI;VIX TRADE AGENTE AUTÔNOMO DE INVESTIMENTOS - EIRELI;2012-05-16;2022-03-22;CANCELAMENTO A PEDIDO;CANCELADA;2022-03-23;SEDE;AV N. SRA DOS NAVEGANTES 451;SALA: 1701;ENSEADA DO SUA;VITÓRIA;ES;29050335;27;21230773;felipe.toscano@eum.com.br;
24.761.738/0001-30;VIZIER AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;VIZIER AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2016-11-24;;;EM FUNCIONAMENTO NORMAL;2016-11-24;SEDE;AVENIDA JOãO CABRAL DE MELLO NETO;850/B 2 S 1129;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22775057;11;26240556;ricardo@vizier.com.br;
17.019.983/0001-00;VL SUL AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;VL SUL AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2012-12-05;;;EM FUNCIONAMENTO NORMAL;2012-12-05;SEDE;RUA VINTE E QUATRO DE OUTUBRO;1557/210;AUXILIADORA;PORTO ALEGRE;RS;90510001;51;80150909;leolvn@hotmail.com;
04.898.701/0001-40;VLAG AGENTE AUTÔNOMO DE INVESTIMENTO LTDA;VLAG AGENTE AUTÔNOMO DE INVESTIMENTO LTDA.;2002-03-06;2018-03-22;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-23;SEDE;RUA CAMPEVAS,;253/APTO. 92;PERDIZES;SÃO PAULO;SP;5016010;11;38657464;vanderlei_dias@ig.com.br;
22.214.890/0001-77;VLG INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;VLG INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS;2016-10-28;;;EM FUNCIONAMENTO NORMAL;2016-10-28;SEDE;SIG QUADRA 1 66;LOTE 985/1055;ZONA INDUSTRIAL;BRASÍLIA;DF;70610410;61;40425538;hugo@vlginvestimentos.com.br;
09.380.998/0001-71;VM AGENTES AUTONOMOS DE INVESTIMENTO LTDA.;;2008-07-24;2012-10-04;CANCELAMENTO A PEDIDO;CANCELADA;2012-10-04;SEDE;AV. AGUAS DE SÃO PEDRO, 337;APTO 21;VILA PAULICEIA;SÃO PAULO;SP;2302070;11;30947890;thiagoflexa@hotmail.com;
10.514.471/0001-71;VMC AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2009-05-05;2010-02-05;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2010-02-05;SEDE;R ERNESTO DE PAULA SANTOS;Nº 137 - SALA 701;BOA VIAGEM;RECIFE;PE;51021330;81;33348755;lgema@hotmail.com;
15.647.600/0001-13;VMPG AGENTE AUTONOMO DE INVESTIMENTO EIRELI.;VMPG AGENTE AUTONOMO DE INVESTIMENTO EIRELI.;2012-08-08;;;EM FUNCIONAMENTO NORMAL;2012-08-08;SEDE;R EMBUACU, 179;APTO 72;VILA MARIANA;SÃO PAULO;SP;4118080;11;30741250;emi.imai@vmpg.com.br;
17.392.340/0001-08;VOBI INVEST - AGENTE AUTONOMO DE INVESTIMENTOS LTDA ME;VOBI INVEST - AGENTE AUTONOMO DE INVESTIMENTOS LTDA ME;2013-03-06;2016-05-19;CANCELAMENTO A PEDIDO;CANCELADA;2016-05-20;SEDE;AVENIDA DOUTOR QUEIROZ JÚNIOR;203 / SALA: 105;CENTRO;ITABIRITO;MG;35450000;31;35617648;vobi@vobiinvest.com.br;www.vobiinvest.com.br
27.945.233/0001-13;VOGA INVEST - AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;VOGA INVEST - AGENTE AUTONOMO DE INVESTIMENTO;2017-07-03;;;EM FUNCIONAMENTO NORMAL;2017-07-03;SEDE;SHIS QI 3 BLOCO K 202;2 ANDAR SL;SETOR DE HABITAÇÕES INDIVIDUAIS SUL;BRASÍLIA;DF;71605495;61;32563080;contato@vogainvest.com;www.vogainvest.com
16.643.913/0001-66;VOITTO AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;VOITTO AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2012-08-28;2016-06-14;CANCELAMENTO A PEDIDO;CANCELADA;2016-06-14;SEDE;RUA DO IMPERADOR, 264;1001;CENTRO;PETRÓPOLIS;RJ;25620000;24;92710775;victorkgms@gmail.com;
16.643.913/0001-66;VOITTO AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;VOITTO AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2013-12-02;2016-06-14;CANCELAMENTO A PEDIDO;CANCELADA;2016-06-14;SEDE;RUA DO IMPERADOR, 264;1001;CENTRO;PETRÓPOLIS;RJ;25620000;24;92710775;victorkgms@gmail.com;
31.533.431/0001-47;VOKER INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;VOKER INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2018-10-09;2021-02-18;CANCELAMENTO A PEDIDO;CANCELADA;2021-02-19;SEDE;RUA ÁLVARO RIBEIRO 95 RUA ÁLVARO RIBEIRO 95;;CAMPOS ELÍSEOS;VARGINHA;MG;37018330;35;91522064;thais.andrade@vokerinvestimentos.com.br;www.vokerinvestimentos.com.br
44.115.224/0001-14;VOKSE INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS SOCIEDADE SIMPLES LTDA;VOKSE INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS;2021-11-11;;;EM FUNCIONAMENTO NORMAL;2021-11-11;SEDE;AVENIDA CRISTÓVÃO COLOMBO 2937;SL 604;FLORESTA;PORTO ALEGRE;RS;90560005;;;allan@vokseinvest.com.br;
38.626.561/0001-73;VOLK INVEST AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;VOLK INVEST AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2020-10-13;2021-02-16;CANCELAMENTO A PEDIDO;CANCELADA;2021-02-17;SEDE;AVENIDA VARSÓVIA 850 AVENIDA VARSÓVIA 850;APTO 63 - BLOCO 2;VILA METALÚRGICA;SANTO ANDRÉ;SP;9220000;11;72634092;adm@volkinvest.com.br;
11.926.245/0001-60;VOLLET - AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2010-09-15;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA PEREIRA DA SILVA 492;APTO 801 BL A;LARANJEIRAS;RIO DE JANEIRO;RJ;22221140;021;22651301;arnaldo.vollet@xpi.com.br;
17.896.351/0001-25;VOLPATO & RODRIGUES AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;VOLPATO & RODRIGUES AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2013-04-17;2017-01-31;CANCELAMENTO A PEDIDO;CANCELADA;2017-02-01;SEDE;RUA MARGUERITE LOUISE RIECHELMAN;260/101;VILA ERNA;SÃO PAULO;SP;4403010;11;69959173;antonio-volpato@bol.com.br;
09.383.323/0001-86;VOPE AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2008-06-19;2012-10-22;CANCELAMENTO A PEDIDO;CANCELADA;2012-10-22;SEDE;AV. RIO BRANCO;N° 1357;ALTO CAFEZAL;MARÍLIA;SP;17502000;14;34542999;lucas@vopeinvest.com.br;http://www.vopeinvest.com.br
19.114.623/0001-13;VOSTRO INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS SOCIEDADE SIMPLES LTDA;VOSTRO INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS;2013-11-22;2021-12-02;CANCELAMENTO A PEDIDO;CANCELADA;2021-12-03;SEDE;AVENIDA DOUTOR NILO PEÇANHA 2825;1305;CHÁCARA DAS PEDRAS;PORTO ALEGRE;RS;91330001;51;30952555;gian@vostroinvestimentos.com.br;www.moneymark.com.br
28.811.692/0001-77;VOXEL3 AGENTE AUTONOMO DE INVESTIMENTO LTDA;VOXEL3 AAI;2017-11-10;;;EM FUNCIONAMENTO NORMAL;2017-11-10;SEDE;Avenida Brigadeiro Faria Lima;1744/cj.42 part;Jardim Paulistano;SÃO PAULO;SP;1451001;11;31033954;reinaldo@voxel3.com.br;
13.029.067/0001-09;VR CAPITAL AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2011-03-02;2011-07-29;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2011-07-29;SEDE;RUA BELA CINTRA 1200;3 ANDAR, PARTE;CERQUEIRA CESAR;SÃO PAULO;SP;1415001;11;33181503;lauro.araujo@vrcapital.com.br;
27.670.936/0001-86;VRB CAPITAL AGENTE AUTÔNOMO DE INVESTIMENTO EIRELI;VRB CAPITAL AGENTE AUTÔNOMO DE INVESTIMENTO EIRELI;2017-06-13;;;EM FUNCIONAMENTO NORMAL;2017-06-13;SEDE;RUA VISCONDE DE PIRAJÁ;351 - 1206;IPANEMA;RIO DE JANEIRO;RJ;22410003;21;34897341;tiago@vrb.capital;
47.425.461/0001-70;VULTURE CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;VULTURE CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;2022-08-12;;;EM FUNCIONAMENTO NORMAL;2022-08-12;SEDE;AVENIDA NOVE DE JULHO 5109;BOX 78;JARDIM PAULISTA;SÃO PAULO;SP;1407905;11;98152527;daniel.zawader@gmail.com;
08.492.997/0001-56;W & W AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2007-01-18;2013-04-24;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-04-25;SEDE;RUA DR. LUIZ JANUARIO Nº 406;SALA 201 PARTE;CENTRO;SAQUAREMA;RJ;28990000;21;21088800;billrj22@hotmail.com;
27.931.430/0001-83;W TRADE AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI-EPP;W TRADE AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI-EPP;2017-07-03;2018-03-22;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-23;SEDE;Avenida Historiador Rubens de Mendonça;2368/SALA 503;Jardim Aclimação;CUIABÁ;MT;78050280;65;21276184;fernando.zanetti@wtradeinvestimentos.com;
73.004.517/0001-22;W-LAREDO AGENTES AUTONOMOS DE INVESTIMENTOS LTDA.;;2004-07-12;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA AUGUSTA, 2933;APTO 62;JARDIM PAULISTA;SÃO PAULO;SP;1413100;11;30813904;adolfo.goncalves@terra.com.br;
11.022.636/0001-50;W.A. AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2009-11-25;2011-10-18;EXTINÇÃO;CANCELADA;2011-10-18;SEDE;AVENIDA NOSSA SENHORA DA PENHA;2035, ATIVIDADE 3;SANTA LÚCIA;VITÓRIA;ES;29056075;27;33353435;alessandro_dadalto@hotmail.com;
05.677.972/0001-39;W.F. AGENTE AUTÔNOMO DE INVESTIMENTO LTDA;;2003-10-01;2008-10-20;EXTINÇÃO;CANCELADA;2008-10-20;SEDE;AV. VISC. DE ALBUQUERQUE Nº 35;APTO 201;LEBLON;RIO DE JANEIRO;RJ;22450001;21;25422958;fred.elias@agorasenior.com.br;
32.512.968/0001-93;W1 CAPITAL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;W1 CAPITAL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2019-01-31;;;EM FUNCIONAMENTO NORMAL;2019-01-31;SEDE;RUA SURUBIM 373;TERREO/PRT;CIDADE MONÇÕES;SÃO PAULO;SP;4571050;11;25059293;ghmartins.w1@gmail.com;
44.144.446/0001-65;W4 CAPITAL - AGENTES AUTONOMOS DE INVESTIMENTOS S/S LTDA;W4 CAPITAL - AGENTES AUTONOMOS DE INVESTIMENTOS;2021-11-12;;;EM FUNCIONAMENTO NORMAL;2021-11-12;SEDE;AVENIDA BARÃO DE TATUÍ 1377;;JARDIM VERGUEIRO;SOROCABA;SP;18030000;;;regiane.gibaile@w4capital.com.br;
14.809.398/0001-16;WAGNER BATISTA DE ARAUJO - AGENTE AUTONOMO DE INVESTIMENTO;WAGNER BATISTA DE ARAUJO - AGENTE AUTONOMO DE INVESTIMENTO;2012-06-05;2016-01-05;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-06;SEDE;RUA QUATORZE DE NOVEMBRO, 1724 2147483647;;SETOR CENTRAL;GURUPI;TO;77405070;63;33123501;wagnerseg@ibest.com.br;
46.798.714/0001-98;WAGNER DE Q.M. FILHO AGENTE AUTONOMO DE INVESTIMENTO;WAGNER DE Q.M. FILHO AGENTE AUTONOMO DE INVESTIMENTO;2022-07-21;;;EM FUNCIONAMENTO NORMAL;2022-07-21;SEDE;AVENIDA WASHINGTON SOARES 3663;SALA 514 TORRE 2;EDSON QUEIROZ;FORTALEZA;CE;60811341;85;91124654;wqmarinho@gmail.com;
10.237.564/0001-04;WAGNER F GARCIA AGENTE AUTONOMO DE INVESTIMENTO;WAGNER F GARCIA AGENTE AUTONOMO DE INVESTIMENTO;2008-11-05;2014-05-28;CANCELAMENTO A PEDIDO;CANCELADA;2014-05-28;SEDE;RUA COPACABANA, 511;APTO 43;CHORA MENINO;SÃO PAULO;SP;2461000;11;31417700;wgarcia@hotmail.com;
15.031.397/0001-56;WAGNO DE OLIVEIRA AGENTE AUTÔNOMO DE INVESTIMENTOS;;2012-06-05;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;AVENIDA MARECHAL RONDON 755;SALA 101;CENTRO;JI-PARANÁ;RO;76900057;69;34230348;contato@bbinvestimentos.com.br;
10.564.775/0001-43;WALL AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;;2009-03-05;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;ANDRADAS,;1995;SANTANA;URUGUAIANA;RS;97502360;55;21029931;alberto.fernando@terra.com.br;
10.722.762/0001-55;WALL STREET AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2009-10-07;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA: XV DE NOVEMBRO N° 867;CONJUNTO 6;AMERICA;JOINVILLE;SC;89201602;47;34450926;wallstreet@pop.com.br;
20.593.426/0001-03;WALL STREET INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS EIRELI - ME;WALL STREET INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS EIRELI - ME;2014-07-28;2016-01-13;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-14;SEDE;RUA JOSE DE ALENCAR;386/204;MENINO DEUS;PORTO ALEGRE;RS;90880480;51;99640351;adaimeduarte@hotmail.com;
15.498.487/0001-51;WALL TRADER AGENTE AUTONOMO DE INVESTIMENTO EIRELI;WALL TRADER AGENTE AUTONOMO DE INVESTIMENTO EIRELI;2012-12-12;2017-01-27;CANCELAMENTO A PEDIDO;CANCELADA;2017-01-28;SEDE;RUA: JOSÉ ALEXANDRE BUAIZ;160/SALA:723;ENSEADA DO SUÁ;VITÓRIA;ES;29050545;27;30240800;diegocfs@gmail.com;
04.720.522/0001-19;WALTER ROSEIRO COUTINHO JUNIOR - AGENTE AUTÔNOMO DE INVESTIMENTO EIRELI;WALTER ROSEIRO COUTINHO JUNIOR - EIRELI;2008-10-14;;;EM FUNCIONAMENTO NORMAL;2008-10-14;SEDE;RUA ALFREDO PUJOL,;525/;ZONA 05;MARINGÁ;PR;87015250;44;32651935;wrcjunior@uol.com.br;
09.500.015/0001-93;WAMA WGF AGENTE AUTONOMO DE INVESTIMENTOS LTDA;WAMA WGF AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2008-07-24;2019-01-31;CANCELAMENTO A PEDIDO;CANCELADA;2019-02-01;SEDE;RUA CEL JOAQUIM CAMILO NR.11;AP201;CENTRO;BOM JESUS DO AMPARO;MG;35908000;31;99761608;wgazire@hotmail.com;
15.087.386/0001-98;WAN INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS EIRELI;WAN INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS EIRELI;2013-12-30;2017-03-08;EXTINÇÃO;CANCELADA;2017-03-08;SEDE;RUA FRANCISCO NEGRAO;70 - CS 10;ÁGUA VERDE;CURITIBA;PR;80620390;41;30223575;felix.wan@waninvestimentos.com.br;
44.875.760/0001-18;WANAKA CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;WANAKA CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2022-06-29;;;EM FUNCIONAMENTO NORMAL;2022-06-29;SEDE;RUA CONCEIÇÃO DE MONTE ALEGRE 107;101B;CIDADE MONÇÕES;SÃO PAULO;SP;4563060;11;47700199;daniela.nascimento@nascimentoaai.com.br;
